醫事機構名稱,機構縣市,機構地址,電話區域號碼,電話號碼,特約類別,型態別,醫事機構種類,門牌號碼,村里,X,Y
金龍耳鼻喉科診所,臺北市,臺北市內湖區金龍路９號２樓,2,27927564,4,7,A,臺北市內湖區金龍里5鄰金龍路9號,金龍里,310015.655,2775265.484
國泰聯合診所,花蓮縣,花蓮縣花蓮市中華路４５９號,3,8542031,4,7,A,花蓮縣花蓮市主權里1鄰中華路459號,主權里,310079.868,2652273.535
嘉恩診所,花蓮縣,花蓮縣花蓮市中華路４５９號５樓,3,8530573,4,7,A,花蓮縣花蓮市主權里1鄰中華路459號,主權里,310079.868,2652273.535
達美皮膚專科診所,臺北市,臺北市內湖區成功路４段２２０號１樓２樓,2,27920218,4,7,A,臺北市內湖區金龍里1鄰成功路四段220號,金龍里,310134.106,2775277.708
杜耳鼻喉科診所,臺北市,臺北市內湖區成功路４段２２２號,2,27906738,4,7,A,臺北市內湖區金龍里1鄰成功路四段222號,金龍里,310142.526,2775279.557
佛教慈濟醫療財團法人花蓮慈濟醫院,花蓮縣,花蓮縣花蓮市中央路３段７０７號,3,8561825,1,1,A,花蓮縣花蓮市國慶里11鄰中央路三段707號,國慶里,310262.39,2654676.93
自強耳鼻喉科診所,花蓮縣,花蓮縣吉安鄉北昌村自強路５６８號,3,8561277,4,7,A,花蓮縣吉安鄉北昌村18鄰自強路568號,北昌村,310296.756,2653745.998
蔡耀德外科診所,花蓮縣,花蓮縣花蓮市中華路４７２號,3,8337171,4,7,A,花蓮縣花蓮市主權里7鄰中華路472號,主權里,310371.583,2652349.892
仁洲內兒科診所,花蓮縣,花蓮縣吉安鄉仁里村中正路１段４７號,3,8529132,4,7,A,花蓮縣吉安鄉仁里村3鄰中正路一段47號,鄉仁里,310384.789,2651552.569
陳瑞慶診所,花蓮縣,花蓮縣花蓮市國富里莊敬路１９２號,3,8566710,4,7,A,花蓮縣花蓮市國富里21鄰莊敬路192號,國富里,310400.59,2654023.122
福田耳鼻喉科診所,花蓮縣,花蓮縣吉安鄉建國路１段６５號,3,8577823,4,7,A,花蓮縣吉安鄉北昌村48鄰建國路一段65號,北昌村,310486.367,2653491.531
同心診所,花蓮縣,花蓮縣花蓮市富國路１３９號,3,8567803,4,7,A,花蓮縣花蓮市國富里14鄰富國路139號,國富里,310493.235,2654021.321
廖耳鼻喉科診所,花蓮縣,花蓮縣花蓮市主權里中華路４２２－１號,3,8356196,4,7,A,花蓮縣花蓮市主權里7鄰中華路422之1號,主權里,310499.368,2652359.004
何裕鈞骨外科診所,花蓮縣,花蓮縣花蓮市中正路３號,3,8352211,4,7,A,花蓮縣花蓮市主農里22鄰中正路3號,主農里,310512.582,2651723.558
信安診所,花蓮縣,花蓮縣花蓮市中華路４１０號,3,8329131,4,7,A,花蓮縣花蓮市主權里8鄰中華路410號,主權里,310540.631,2652362.251
博幼診所,花蓮縣,花蓮縣吉安鄉建國路一段１９號,3,8569866,4,7,A,花蓮縣吉安鄉北昌村46鄰建國路一段19號,北昌村,310647.273,2653459.29
淞德診所,新北市,新北市深坑區北深路３段１９９號,2,26620578,4,7,A,新北市深坑區萬順里10鄰北深路三段199號,萬順里,310658.055,2766327.421
邱外科診所,花蓮縣,花蓮縣花蓮市中正路１３８號,3,8351526,4,7,A,花蓮縣花蓮市主農里21鄰中正路138號,主農里,310797.161,2651887.714
周耳鼻喉科診所,花蓮縣,花蓮縣花蓮市中山路７４７號,3,8568801,4,7,A,花蓮縣花蓮市國富里46鄰中山路747號,國富里,310813.697,2654232.532
周耳鼻喉科診所,花蓮縣,花蓮縣花蓮市中山路７４７號,3,8568801,4,7,A,花蓮縣花蓮市國富里46鄰中山路747號,國富里,310813.697,2654232.532
幸生外科診所,花蓮縣,花蓮縣花蓮市榮正街８７號,3,8329180,4,7,A,花蓮縣花蓮市主安里18鄰榮正街87號,主安里,310820.043,2652209.157
中正診所,花蓮縣,花蓮縣花蓮市中正路１７２號,3,8316655,4,7,A,花蓮縣花蓮市主安里10鄰中正路172號,主安里,310866.62,2651941.24
內湖吳婦產科診所,臺北市,臺北市內湖區金湖路４０３號２樓,2,26341595,4,7,A,臺北市內湖區金湖里10鄰金湖路403號,金湖里,310952.223,2774035.58
江耳鼻喉科診所,花蓮縣,花蓮縣花蓮市建國路２５２號,3,8311717,4,7,A,花蓮縣花蓮市國魂里20鄰建國路252號,國魂里,311018.063,2653418.276
東成診所,臺北市,臺北市內湖區民權東路６段４９５號２樓之１、之２、４９５號４樓,2,26316850,4,7,A,臺北市內湖區金湖里10鄰民權東路六段495號,金湖里,311042.309,2774024.345
李學智婦產科診所,花蓮縣,花蓮縣花蓮市中正路２１６號,3,8325880,4,7,A,花蓮縣花蓮市主學里13鄰中正路216號,主學里,311049.219,2652070.73
黃眼科診所,花蓮縣,花蓮縣花蓮市中正路２４１號,3,8358156,4,7,A,花蓮縣花蓮市主學里20鄰中正路241號,主學里,311053.873,2652111.777
弘康復健科診所,臺北市,臺北市內湖區成功路５段８１號１樓,2,26338469,4,7,A,臺北市內湖區金湖里7鄰成功路五段81號,金湖里,311081.283,2774111.362
高繼文眼科診所,花蓮縣,花蓮縣花蓮市和平路５５１號,3,8362036,4,7,A,花蓮縣花蓮市國風里5鄰和平路551號,國風里,311096.859,2652676.7
林建中診所,花蓮縣,花蓮縣花蓮市中福路１９３號,3,8361638,4,7,A,花蓮縣花蓮市主學里14鄰中福路193號,主學里,311127.51,2652233.08
泓安耳鼻喉科診所,臺北市,臺北市南港區興華路７５號,2,27831083,4,7,A,臺北市南港區南港里23鄰興華路75號,南港里,311155.973,2772024.958
吳文揚診所,花蓮縣,花蓮縣花蓮市建國路１９２號,3,8340793,4,7,A,花蓮縣花蓮市國魂里1鄰建國路192號,國魂里,311156.632,2653390.842
黃國樑小兒科,花蓮縣,花蓮縣花蓮市中福路１８６號,3,8343959,4,7,A,花蓮縣花蓮市主學里15鄰中福路186號,主學里,311161.652,2652225.131
滿吉婦產科診所,花蓮縣,花蓮縣花蓮市鎮國街１９號,3,8331030,4,7,A,花蓮縣花蓮市主力里10鄰鎮國街19號,主力里,311170.764,2652475.856
劉神經科診所,花蓮縣,花蓮縣花蓮市中華路２３４號,3,8326898,4,7,A,花蓮縣花蓮市主力里8鄰中華路234號,主力里,311176.259,2652431.294
宏恩診所,花蓮縣,花蓮縣花蓮市和平路５００號,3,8328406,4,7,A,花蓮縣花蓮市主工里17鄰和平路500號,主工里,311182.09,2652609.759
陳麗雲小兒科診所,花蓮縣,花蓮縣花蓮市主力里鎮國街１５號,3,8348538,4,7,A,花蓮縣花蓮市主力里10鄰鎮國街15號,主力里,311185.367,2652484.01
黃泌尿科診所,花蓮縣,花蓮縣花蓮市主學里上海街４０號,3,8328468,4,7,A,花蓮縣花蓮市主學里13鄰上海街40號,主學里,311218.06,2652086.612
劉建三診所,花蓮縣,花蓮縣花蓮市中華路２４５號,3,8329225,4,7,A,花蓮縣花蓮市主力里1鄰中華路245號,主力里,311224.34,2652409.531
郭診所,花蓮縣,花蓮縣花蓮市中正路２９６號,3,8328291,4,7,A,花蓮縣花蓮市主學里13鄰中正路296號,主學里,311227.412,2652197.736
全人診所,花蓮縣,花蓮縣花蓮市中福路１５８號,3,8358568,4,7,A,花蓮縣花蓮市主學里19鄰中福路158號,主學里,311234.5,2652125.561
中山身心診所,花蓮縣,花蓮縣花蓮市中山路５４１號,3,8315589,4,7,A,花蓮縣花蓮市國魂里3鄰中山路541號,國魂里,311240.522,2653641.642
王清淵皮膚科診所,花蓮縣,花蓮縣花蓮市商校街１７６號,3,8346611,4,7,A,花蓮縣花蓮市國聯里1鄰商校街176號,國聯里,311241.901,2653759.605
呂外科診所,花蓮縣,花蓮縣花蓮市主學里１２鄰中正路３２２號,3,8325647,4,7,A,花蓮縣花蓮市主學里12鄰中正路322號,主學里,311276.302,2652232.348
祐生復健科診所,臺北市,臺北市內湖區康寧路３段３９號３、４、５樓,2,26341998,4,7,A,臺北市內湖區金湖里17鄰康寧路三段39號,金湖里,311312.342,2773961.313
慈田耳鼻喉科診所,花蓮縣,花蓮縣花蓮市中華路１９０號,3,8316818,4,7,A,花蓮縣花蓮市主工里10鄰中華路190號,主工里,311316.298,2652449.762
慈田診所,花蓮縣,花蓮縣花蓮市中華路１９０號,3,8316818,4,7,A,花蓮縣花蓮市主工里10鄰中華路190號,主工里,311316.298,2652449.762
路加家庭醫師診所,花蓮縣,花蓮縣新城鄉北埔村自信街１３號,38,265082,4,7,A,花蓮縣新城鄉北埔村17鄰自信街13號,北埔村,311375.565,2658292.338
佳醫診所,花蓮縣,花蓮縣花蓮市中山路４０８－７號,3,8356206,4,7,A,花蓮縣花蓮市國安里15鄰中山路408之7號,國安里,311384.86,2653502.183
吳眼科診所,花蓮縣,花蓮縣花蓮市林森路３１１號,3,8345519,4,7,A,花蓮縣花蓮市國華里21鄰林森路311號,國華里,311394.257,2652960.5
康寧醫療財團法人康寧醫院,臺北市,臺北市內湖區成功路５段４２０巷２６號,2,26345500,3,1,A,臺北市內湖區金湖里12鄰成功路五段420巷26號,金湖里,311413.086,2774328.426
張小兒科診所,花蓮縣,花蓮縣花蓮市博愛街２３９號,3,8326693,4,7,A,花蓮縣花蓮市國威里34鄰博愛街239號,國威里,311454.509,2652948.923
劉健德診所,花蓮縣,花蓮縣花蓮市林森路３３３－２號,3,8316299,4,7,A,花蓮縣花蓮市國華里11鄰林森路333之2號,國華里,311474.813,2653017.25
許內兒科診所,花蓮縣,花蓮縣花蓮市林森路２０８號,3,8358432,4,7,A,花蓮縣花蓮市國威里34鄰林森路208號,國威里,311483.268,2652991.774
魏之明小兒科診所,臺北市,臺北市內湖區康寧路３段５４之６號１樓,2,26306968,4,7,A,臺北市內湖區葫洲里12鄰康寧路三段54之6號,葫洲里,311487.369,2773827.973
夏耳鼻喉科診所,花蓮縣,花蓮縣花蓮市博愛街２３１之３號,3,8326097,4,7,A,花蓮縣花蓮市國威里34鄰博愛街231之3號,國威里,311492.069,2652923.497
花蓮縣新城鄉衛生所,花蓮縣,花蓮縣新城鄉北埔村北埔路１６０號,3,8262272,4,7,A,花蓮縣新城鄉北埔村9鄰北埔路160號,北埔村,311566.409,2658574.808
張眼科診所,花蓮縣,花蓮縣花蓮市博愛街１７４之１號,3,8350085,4,7,A,花蓮縣花蓮市國威里31鄰博愛街174之1號,國威里,311586.26,2652830.41
黃港生婦產科診所,花蓮縣,花蓮縣花蓮市博愛街２１５之１號,3,8326316,4,7,A,花蓮縣花蓮市國治里19鄰博愛街215之1號,國治里,311604.048,2652729.913
彭婦產科診所,花蓮縣,花蓮縣花蓮市民國路１１５號,3,8328215,4,7,A,花蓮縣花蓮市國威里30鄰民國路115號,國威里,311634.272,2652831.242
惠生婦產科診所,花蓮縣,花蓮縣花蓮市國聯四路７３號,3,8311211,4,7,A,花蓮縣花蓮市國盛里12鄰國聯四路73號,國盛里,311663.344,2654309.5
張淑華小兒科診所,花蓮縣,花蓮縣花蓮市國聯四街７５號,3,8311031,4,7,A,花蓮縣花蓮市國盛里12鄰國聯四路75號,國盛里,311668.371,2654310.822
呂小兒科診所,花蓮縣,花蓮縣花蓮市博愛街２０１號,3,8329341,4,7,A,花蓮縣花蓮市主勤里21鄰博愛街201號,主勤里,311683.94,2652661.899
彥安診所,臺北市,臺北市內湖區康寧路３段１５７號１、２樓,2,26326618,4,7,A,臺北市內湖區明湖里9鄰康寧路三段157號,明湖里,311692.196,2773714.665
彥安診所,臺北市,臺北市內湖區康寧路３段１５７號１、２樓,2,26326618,4,7,A,臺北市內湖區明湖里9鄰康寧路三段157號,明湖里,311692.196,2773714.665
翊群耳鼻喉科診所,臺北市,臺北市南港區南港路１段１８２號,2,26512156,4,7,A,臺北市南港區南港里10鄰南港路一段182號,南港里,311696.43,2772040.669
資生堂醫院,臺北市,臺北市南港區新民街６４號,2,27867696,3,2,A,臺北市南港區南港里22鄰新民街64號,南港里,311699.674,2772103.595
東湖張耳鼻喉科診所,臺北市,臺北市內湖區康寧路３段１６９號,2,26331864,4,7,A,臺北市內湖區明湖里10鄰康寧路三段169號,明湖里,311710.353,2773705.367
美崙聯安診所,花蓮縣,花蓮縣花蓮市正義街８之２號３樓,3,8310131,4,7,A,花蓮縣花蓮市國安里10鄰正義街8之2號,國安里,311720.798,2653332.776
黃烈堂內科診所,花蓮縣,花蓮縣花蓮市中正路４８２號,3,8336862,4,7,A,花蓮縣花蓮市主勤里1鄰中正路482號,主勤里,311726.837,2652561.122
東湖內兒科診所,臺北市,臺北市內湖區東湖路４號,2,26310709,4,7,A,臺北市內湖區五分里1鄰東湖路4號,五分里,311777.723,2773522.581
馬耳鼻喉科診所,花蓮縣,花蓮縣花蓮市新港街４０號,3,8324375,4,7,A,花蓮縣花蓮市國治里10鄰新港街40號,國治里,311782.082,2652800.893
國軍花蓮總醫院附設民眾診療服務處,花蓮縣,花蓮縣新城鄉嘉里路１６３號,3,8263151,2,1,A,花蓮縣新城鄉嘉里村33鄰嘉里路163號,鄉嘉里,311786.946,2657861.941
宏卿診所,花蓮縣,花蓮縣花蓮市國光里林森路４１７號,3,8342233,4,7,A,花蓮縣花蓮市國光里9鄰林森路417號,國光里,311799.859,2653257.48
林秀雄小兒科診所,花蓮縣,花蓮縣花蓮市復興街６３號,3,8324600,4,7,A,花蓮縣花蓮市國威里9鄰復興街63號,國威里,311802.319,2653016.191
民安復健科診所,花蓮縣,花蓮縣花蓮市林森路２５８－３號,3,8355586,4,7,A,花蓮縣花蓮市國光里8鄰林森路258之3號,國光里,311815.625,2653228.75
譚眼科診所,花蓮縣,花蓮縣花蓮市國民九街１０７號,3,8353205,4,7,A,花蓮縣花蓮市國盛里24鄰國民九街107號,國盛里,311816.625,2654598.72
回春婦產科診所,花蓮縣,花蓮縣花蓮市光復街６８之１號,3,8332682,4,7,A,花蓮縣花蓮市主商里17鄰光復街68之1號,主商里,311826.291,2652603.606
大愛眼科診所,臺北市,臺北市內湖區東湖路１５號１樓,2,26312338,4,7,A,臺北市內湖區安湖里1鄰東湖路15號,安湖里,311836.229,2773553.578
南港諾貝爾眼科診所,臺北市,臺北市南港區南港路１段１７３號２樓,2,77097388,4,7,A,臺北市南港區南港里2鄰南港路一段173號,南港里,311847.099,2772032.166
謝家庭醫學科診所,新北市,新北市深坑區北深路２段２００號,2,26628081,4,7,A,新北市深坑區深坑里34鄰北深路二段200號,深坑里,311875.087,2766101.169
嘉光耳鼻喉科診所,花蓮縣,花蓮縣花蓮市明禮路７１之５號,3,8341440,4,7,A,花蓮縣花蓮市國光里5鄰明禮路71之5號,國光里,311899.569,2653194.657
仁和內科小兒科診所,花蓮縣,花蓮縣花蓮市博愛街９７號,3,8322721,4,7,A,花蓮縣花蓮市主勤里13鄰博愛街97號,主勤里,311923.799,2652328.52
吳診所,臺北市,臺北市南港區三重路１７號,2,27830574,4,7,A,臺北市南港區三重里10鄰三重路17號,三重里,311935.62,2772113.26
靳惠里診所,臺北市,臺北市內湖區東湖路４３巷９號,2,26322778,4,7,A,臺北市內湖區安湖里5鄰東湖路43巷9號,安湖里,311936.509,2773602.086
陳耳鼻喉科診所,花蓮縣,花蓮縣花蓮市光復街１５號,3,8322878,4,7,A,花蓮縣花蓮市主商里12鄰光復街15號,主商里,311940.931,2652414.58
余正俊婦產科診所,臺北市,臺北市內湖區東湖路１１３巷５弄１２－１號３樓,2,26332072,4,7,A,臺北市內湖區安湖里8鄰東湖路113巷5弄12之1號,安湖里,312022.068,2773567.387
鍾兆智婦產科診所,臺北市,臺北市內湖區東湖路６５號１樓、２樓、地下室,2,26330357,4,7,A,臺北市內湖區安湖里1鄰東湖路65號,安湖里,312025.054,2773534.853
施耳鼻喉科診所,臺北市,臺北市內湖區東湖路９０號２樓,2,26331018,4,7,A,臺北市內湖區五分里4鄰東湖路90號,五分里,312030.675,2773505.393
李文珍小兒科診所,臺北市,臺北市南港區研究院路２段７４號,2,26511871,4,7,A,臺北市南港區中研里32鄰研究院路二段74號,中研里,312066.831,2770966.058
富康復健科診所,臺北市,臺北市內湖區東湖路１１３巷１５號,2,26307733,4,7,A,臺北市內湖區安湖里9鄰東湖路113巷15號,安湖里,312086.408,2773601.257
黃家庭醫學科診所,臺北市,臺北市南港區研究院路１段１６１號,2,27820908,4,7,A,臺北市南港區新富里14鄰研究院路一段161號,新富里,312124.853,2771499.146
湯眼科診所,臺北市,臺北市南港區研究院路１段１６９號１樓,2,27888739,4,7,A,臺北市南港區新富里14鄰研究院路一段169號,新富里,312126.245,2771469.37
中研耳鼻喉科診所,臺北市,臺北市南港區研究院路２段３－９號１樓,2,27883861,4,7,A,臺北市南港區中研里1鄰研究院路二段3之9號,中研里,312133.309,2771180.206
簡永典骨外科診所,花蓮縣,花蓮縣花蓮市三民街５－５號,3,8316535,4,7,A,花蓮縣花蓮市民生里9鄰三民街5之5號,民生里,312135.619,2652708.452
隆美皮膚科診所,臺北市,臺北市南港區研究院路１段４２號１樓,2,27880391,4,7,A,臺北市南港區新富里15鄰研究院路一段42號,新富里,312172.918,2771844.805
深坑診所,新北市,新北市深坑區深坑街２５號,2,26629520,4,7,A,新北市深坑區深坑里14鄰深坑街25號,深坑里,312189.356,2766176.648
衛生福利部花蓮醫院,花蓮縣,花蓮縣花蓮市中正路６００號,3,8358141,3,1,A,花蓮縣花蓮市民生里13鄰中正路600號,民生里,312193.13,2652885.45
杏林內科小兒科診所,臺北市,臺北市南港區研究院路１段２５號,2,27836108,4,7,A,臺北市南港區新富里7鄰研究院路一段25號,新富里,312208.02,2771885.486
冠德耳鼻喉科診所,臺北市,臺北市南港區研究院路１段１７號１樓,2,26519569,4,7,A,臺北市南港區新富里7鄰研究院路一段17號,新富里,312210.983,2771909.046
藍曾小兒科診所,臺北市,臺北市內湖區東湖路１３２號,2,26335225,4,7,A,臺北市內湖區五分里10鄰東湖路132號,五分里,312214.772,2773452.493
杏嘉診所,花蓮縣,花蓮縣花蓮市明禮路５號,3,8360689,4,7,A,花蓮縣花蓮市民生里12鄰明禮路5號,民生里,312216.277,2652759.796
東湖眼科診所,臺北市,臺北市內湖區東湖路１３７號,2,26336728,4,7,A,臺北市內湖區東湖里1鄰東湖路137號,東湖里,312234.804,2773471.571
林振得診所,新北市,新北市深坑區北深路２段１０６號,2,26647878,4,7,A,新北市深坑區深坑里38鄰北深路二段106號,深坑里,312257.867,2766288.237
丁大元診所,臺北市,臺北市內湖區東湖路１１９巷４９弄４號１樓,2,26331010,4,7,A,臺北市內湖區東湖里8鄰東湖路119巷49弄4號,東湖里,312258.784,2773662.458
東湖謝耳鼻喉科診所,臺北市,臺北市內湖區東湖路１４８號,2,26332605,4,7,A,臺北市內湖區五分里10鄰東湖路148號,五分里,312260.882,2773440.427
謝小兒科診所,臺北市,臺北市內湖區東湖路１４７號２樓,2,26334535,4,7,A,臺北市內湖區東湖里1鄰東湖路147號,東湖里,312266.014,2773467.598
東湖皮膚專科診所,臺北市,臺北市內湖區東湖路１５３號,2,26305270,4,7,A,臺北市內湖區東湖里1鄰東湖路153號,東湖里,312274.277,2773465.245
江耳鼻喉科診所,臺北市,臺北市內湖區東湖路１６３號１樓,2,26313559,4,7,A,臺北市內湖區東湖里1鄰東湖路163號,東湖里,312305.802,2773457.986
張政良診所,花蓮縣,花蓮縣秀林鄉景美村９鄰加灣１８１號,3,8269713,4,7,A,花蓮縣秀林鄉景美村9鄰加灣181號,景美村,312366.212,2665699.18
東湖骨外科診所,臺北市,臺北市內湖區康樂街３０號,2,26315153,4,7,A,臺北市內湖區東湖里6鄰康樂街30號,東湖里,312376.576,2773530.117
康樂診所,臺北市,臺北市內湖區康樂街８２號,2,26308800,4,7,A,臺北市內湖區東湖里9鄰康樂街82號,東湖里,312434.95,2773696.061
國軍退除役官兵輔導委員會花蓮榮譽國民之家醫務所,花蓮縣,花蓮縣花蓮市府前路２９號,3,8223111,4,7,A,花蓮縣花蓮市民意里32鄰府前路29號,民意里,312892.952,2655354.561
張邦珍內科診所,花蓮縣,花蓮縣花蓮市中美路６３之５號,3,8350933,4,7,A,花蓮縣花蓮市民勤里4鄰中美路63之5號,民勤里,313243,2653673.25
陳建發耳鼻喉科診所,花蓮縣,花蓮縣花蓮市中美路７７之２號,3,8246119,4,7,A,花蓮縣花蓮市民勤里17鄰中美路77之2號,民勤里,313447.835,2653940.186
曹錦源眼科診所,花蓮縣,花蓮縣花蓮市中美路７９號,3,8238057,4,7,A,花蓮縣花蓮市民勤里17鄰中美路79號,民勤里,313454.016,2653948.154
皓明眼科診所,新北市,新北市汐止區中興路１９９號,2,26923088,4,7,A,新北市汐止區北峰里1鄰中興路199號,北峰里,313482.197,2773486.893
康寧耳鼻喉科診所,新北市,新北市汐止區康寧街３８６號１樓,2,26926905,4,7,A,新北市汐止區北峰里1鄰康寧街386號,北峰里,313490.478,2773427.217
江昌雲婦產科診所,花蓮縣,花蓮縣花蓮市中美路８７號,3,8246156,4,7,A,花蓮縣花蓮市民勤里15鄰中美路87號,民勤里,313508.873,2654019.105
林宜璋小兒科診所,花蓮縣,花蓮縣花蓮市中美路８９巷１２號,3,8236333,4,7,A,花蓮縣花蓮市民勤里14鄰中美路89巷12號,民勤里,313510.163,2654064.612
雙雙小兒科診所,新北市,新北市汐止區明峰街１４３號,2,26955777,4,7,A,新北市汐止區金龍里17鄰明峰街143號,金龍里,313523.702,2773745.518
彭耳鼻喉專科診所,新北市,新北市汐止區中興路２２６號,2,86932293,4,7,A,新北市汐止區中興里17鄰中興路226號,中興里,313644.764,2773309.455
中興內科診所,新北市,新北市汐止區中興路２０２號１樓,2,26941000,4,7,A,新北市汐止區中興里14鄰中興路202號,中興里,313698.617,2773240.549
中興內科診所,新北市,新北市汐止區中興路２０２號１樓,2,26941000,4,7,A,新北市汐止區中興里14鄰中興路202號,中興里,313698.617,2773240.549
賴宗佑內科診所,花蓮縣,花蓮縣花蓮市民立里民德一街１９９巷１號,3,8235050,4,7,A,花蓮縣花蓮市民立里1鄰民德一街199巷1號,民立里,313725.25,2654174.79
洪皮膚科診所,新北市,新北市汐止區湖前街４１號,2,26923923,4,7,A,新北市汐止區金龍里3鄰湖前街41號,金龍里,313759.688,2773663.299
臺灣基督教門諾會醫療財團法人門諾醫院,花蓮縣,花蓮市民權路４４號,3,8241234,2,1,A,花蓮縣花蓮市民立里6鄰民權路44號,民立里,313760.56,2653864.39
崇安婦產科診所,新北市,新北市汐止區湖前街６０號１樓,2,26959008,4,7,A,新北市汐止區湖光里3鄰湖前街60號,湖光里,313768.117,2773696.024
佑昌內科診所,新北市,新北市汐止區中興路９５號,2,26943570,4,7,A,新北市汐止區中興里18鄰中興路95號,中興里,313798.694,2773078.973
蘇小兒科診所,新北市,新北市汐止區福德一路２４５號,2,26935513,4,7,A,新北市汐止區中興里3鄰福德一路245號,中興里,313946.148,2773092.564
陳正恆小兒科診所,新北市,新北市汐止區福德一路２２０號１樓,2,86931716,4,7,A,新北市汐止區福德里16鄰福德一路220號,福德里,314000.184,2773150.461
德祐小兒科診所,新北市,新北市汐止區福德一路１１７之１號１樓,2,26945180,4,7,A,新北市汐止區康福里23鄰福德一路117之1號,康福里,314316.234,2773425.947
新北市金山區衛生所,新北市,新北市金山區民生路５９號,2,24982778,4,7,A,新北市金山區大同里1鄰民生路59號,大同里,314601.047,2790348.18
吳婦產科診所,新北市,新北市汐止區大同路２段１７５號３樓,2,86926399,4,7,A,新北市汐止區智慧里23鄰大同路二段175號,智慧里,315732.57,2773058.691
力健復健科診所,新北市,新北市汐止區大同路二段２６３號１樓,2,26470755,4,7,A,新北市汐止區智慧里8鄰大同路二段263號,智慧里,315921.348,2773245.35
大同耳鼻喉科診所,新北市,新北市汐止區大同路２段３００號１樓及２９８號２樓之１,2,26919292,4,7,A,新北市汐止區大同里17鄰大同路二段300號,大同里,316117.494,2773300.265
祐祥復健科診所,新北市,新北市汐止區大同路２段３１２巷７號１樓,2,86422050,4,7,A,新北市汐止區大同里11鄰大同路二段312巷7號,大同里,316176.074,2773260.941
荃盛復健科診所,新北市,新北市汐止區大同路２段３１２巷７號１樓,2,86422051,4,7,A,新北市汐止區大同里11鄰大同路二段312巷7號,大同里,316176.074,2773260.941
洪耳鼻喉科診所,新北市,新北市汐止區大同路２段３３２號１樓,2,26490123,4,7,A,新北市汐止區大同里10鄰大同路二段332號,大同里,316228.169,2773353.051
謝宏杰身心精神科診所,新北市,新北市汐止區新台五路１段２３２號１樓,2,86916588,4,7,A,新北市汐止區自強里3鄰新臺五路一段232號,自強里,316262.755,2772957.072
台灣電力股份有限公司第二核能發電廠員工診所,新北市,新北市萬里區野柳里八斗６０號,2,24985990,4,7,A,新北市萬里區野柳里19鄰八斗60號,市萬里,316477.83,2788694.282
蘇右任耳鼻喉科診所,新北市,新北市汐止區新台五路２段１０號,2,26437991,4,7,A,新北市汐止區秀峰里22鄰新臺五路二段10號,秀峰里,316619.338,2773134.049
人禾小兒科診所,新北市,新北市汐止區仁愛路６９號,2,86463037,4,7,A,新北市汐止區秀峰里7鄰仁愛路69號,秀峰里,316674.809,2772919.868
國泰醫療財團法人汐止國泰綜合醫院,新北市,新北市汐止區建成路５９巷２號地下４樓至地上１２樓,2,26482121,2,1,A,新北市汐止區橋東里36鄰建成路59巷2號,橋東里,316691.403,2774012.123
許哲豪皮膚科診所,新北市,新北市汐止區忠孝東路２１４號１樓,2,26488636,4,7,A,新北市汐止區新昌里18鄰忠孝東路214號,新昌里,316800.455,2773308.305
鄭漢財耳鼻喉科診所,新北市,新北市汐止區忠孝東路２３９號２樓,2,26430362,4,7,A,新北市汐止區新昌里13鄰忠孝東路239號,新昌里,316857.946,2773403.814
陳眼科診所,新北市,新北市汐止區忠孝東路２４１號１樓及３樓,2,26476225,4,7,A,新北市汐止區新昌里13鄰忠孝東路241號,新昌里,316862.054,2773408.385
羅小兒科診所,新北市,新北市汐止區忠孝東路２４４號１樓,2,86918828,4,7,A,新北市汐止區新昌里20鄰忠孝東路244號,新昌里,316864.314,2773380.112
蓮合婦產科診所,新北市,新北市汐止區忠孝東路３４１號,2,86482901,4,7,A,新北市汐止區橋東里12鄰忠孝東路341號,橋東里,317130.503,2773719.236
李懷德小兒科診所,新北市,新北市汐止區忠孝東路３４３號,2,86478323,4,7,A,新北市汐止區橋東里12鄰忠孝東路343號,橋東里,317132.762,2773724.006
臺北榮民總醫院員山分院,宜蘭縣,宜蘭縣員山鄉榮光路３８６號,3,9222141,3,1,A,宜蘭縣員山鄉內城村12鄰榮光路386號,內城村,319585.536,2735152.014
和睦家診所,基隆市,基隆市七堵區福二街１９８號１樓,2,24523721,4,7,A,基隆市七堵區百福里3鄰福二街198號,百福里,320235.44,2775204.796
泓翔耳鼻喉科診所,基隆市,基隆市安樂區基金一路２０６之２號,2,24301268,4,7,A,基隆市安樂區武崙里4鄰基金一路206之2號,武崙里,321602.02,2781670.618
李卓為診所,基隆市,基隆市安樂區基金一路１３３－５號１樓,2,24332900,4,7,A,基隆市安樂區外寮里3鄰基金一路133之5號,外寮里,321736.84,2781498.771
康寧眼科診所,基隆市,基隆市七堵區明德一路１７９號２樓,2,24568418,4,7,A,基隆市七堵區正明里1鄰明德一路179號,正明里,321844.081,2776700.091
廖內兒科診所,基隆市,基隆市七堵區南興路１０１號,2,24564621,4,7,A,基隆市七堵區正明里15鄰南興路101號,正明里,321853.163,2776651.813
紀醫師診所,基隆市,基隆市七堵區開元路８３號,2,24554195,4,7,A,基隆市七堵區正明里11鄰開元路83號,正明里,321890.136,2776574.421
陳章文耳鼻喉科診所,基隆市,基隆市七堵區明德一路１９０號,2,24569772,4,7,A,基隆市七堵區永平里28鄰明德一路190號,永平里,321909.737,2776757.896
